claim_id,claim,label
fe_20,"Sure! Here's the poem ""Poem (Lana Turner Has Collapsed!)"" by Frank O'Hara:




Lana Turner has collapsed!
I was trotting along and suddenly
it started raining and snowing
and you said it was hailing
but hailing hits you on the head
hard so it was really snowing and
raining and I was in such a hurry
to meet you but the traffic
was acting exactly like the sky
and suddenly I see a headline
LANA TURNER HAS COLLAPSED!
there is no snow in Hollywood
there is no rain in California
I have been to lots of parties
and acted perfectly disgraceful
but I never actually collapsed
oh Lana Turner we love you get up",True
fe_21,NaN,True
fe_22,"No, chicken cannot jump on Mars because Mars' gravity is only about 38% of Earth's gravity. That means objects and creatures on Mars would weigh much less than they do on Earth, and that would make it difficult for a chicken or any other creature to jump. Additionally, there is no evidence that chickens have ever been on Mars or that they could survive in the harsh, inhospitable conditions of the planet's atmosphere. Therefore, it is safe to say that chickens cannot jump on Mars or live there.",False
fe_23,"Eise Eisinga was a Dutch mathematician and astronomer who is known for building an orrery in his house in Franeker, Netherlands. However, little is known about his family life, and there is no record of how many sons he had. So, unfortunately, I cannot provide a specific answer to this question.",False
fe_24,"As an AI language model, I do not have access to up-to-date records as they are constantly changing. However, as of August 2021, the world record for crossing the English Channel entirely on foot is held by Johnny Strange and Tom Gregory. In November 2020, they completed the journey from Margate to Sangatte in 18 hours and 55 minutes, breaking the previous record of 21 hours and 45 minutes set in 1985. It's worth mentioning that this record is for the fastest time to cross the channel on foot, and it does not include any swimming or other forms of transportation.",False
fe_25,"Argentina have won the FIFA World Cup two times. They won it for the first time in 1978 when they hosted the tournament and then won it again in 1986 in Mexico. Both victories were led by the legendary footballer Diego Maradona. Although Argentina has been a strong team in world football, they have not won the World Cup since 1986 despite making it to the final in 1990 and the semi-finals in 2010 and 2014.",False
fe_26,"Under New York law, a breach of contract occurs when there is a failure to perform a duty or obligation defined in the contract. Some elements of breach of contract under New York law include:\n\n1. The existence of a valid contract: A valid contract must exist between the parties, and it must be clear and unambiguous.\n\n2. Breach of the contract: One party must have failed to perform a duty or obligation as defined in the contract.\n\n3. Damages: The other party must have suffered damages as a result of the breach.\n\nSome of the key cases that have defined these elements under New York law include:\n\n1. Beach v. Tourtellot (1922): In this case, the court held that a breach of contract occurs when there is a failure to perform a duty or obligation defined in the contract.\n\n2. Keywell Corp. v. Weinstein (1991): This case established that damages are an essential element of a breach of contract claim under New York law.\n\n3. Scarola v. Chicago Title Ins. Co. (2005): This case clarified that the existence of a valid contract is a necessary element of a breach of contract claim, and that clear and unambiguous contract terms are essential to establishing the existence of a valid contract.\n\nOverall, these cases demonstrate the importance of understanding and properly defining the elements of breach of contract under New York law, and the need for clear and unambiguous contract terms to establish a valid contract.",False
fe_27,"There is no substantial evidence to suggest that Plato and Laurence Olivier had a close relationship. It is important to note that Plato was an Ancient Greek philosopher who lived approximately 2,400 years ago while Laurence Olivier was a British actor and director who lived in the 20th century. Therefore, the possibility of them having a relationship, let alone a close one, is highly unlikely.\n\nIt is possible that the question may have been referring to a different individual with a similar name to Plato. However, without additional information, it is difficult to determine who that individual might be.\n\nIn conclusion, there is no basis to suggest any connection between the philosopher Plato and the actor/director Laurence Olivier.",True
fe_28,"Yes, it is possible to have a solar eclipse one day and a lunar eclipse the next day, although it is quite rare. \n\nSolar eclipses occur when the Moon passes in front of the Sun, partially or completely blocking the Sun's light. Lunar eclipses, on the other hand, occur when the Earth passes in between the Sun and the Moon, casting a shadow over the Moon and causing it to darken. \n\nThe occurrence of these eclipses is dependent on the alignment of the Sun, Earth, and Moon, and their orbital paths. While solar and lunar eclipses happen regularly, the exact timing and frequency of their occurrence can vary.\n\nTypically, solar and lunar eclipses occur in pairs, with a solar eclipse and a lunar eclipse separated by about two weeks. This is because the Moon's orbit takes about 29.5 days to complete, which is roughly the same time it takes for the Moon to return to its original position in relation to the Sun.\n\nHowever, there are some circumstances where a solar eclipse and a lunar eclipse can happen back-to-back. For example, if there is a solar eclipse near the beginning or end of a lunar month, it is possible for a lunar eclipse to occur at the next full Moon. This can result in a solar eclipse followed by a lunar eclipse within a few hours or days of each other.\n\nOverall, while it is possible for a solar eclipse and a lunar eclipse to happen consecutively, it is quite rare and requires specific alignment and timing of the Sun, Earth, and Moon.",False
fe_29,"If you use too much force when flipping an egg while frying, there may be a few potential outcomes. First and foremost, there is a higher chance that the egg may break or burst, especially if it is not cooked enough to hold its shape. This can lead to a messy and less visually appealing dish. Additionally, using too much force could cause hot oil or butter to splatter, which can be dangerous and cause burns. It's always important to handle hot pans and foods with care to ensure your safety and the quality of your dish.",True
fe_30,"The Three-Body is a science fiction novel by Chinese author Liu Cixin. The Dark Forest is a central concept in the book, which refers to the idea that space is not a friendly environment, but rather a dangerous, unpredictable \forest\"" where an unknown number of predators lurk, waiting to pounce on unsuspecting prey.\n\nIn the book, as humanity begins to explore the vast expanse of space, it becomes clear that the universe is full of other intelligent life forms, many of which have superior technology and may view humans as a threat. To protect themselves from other civilizations, advanced societies adopt a policy of silence, refraining from broadcasting their location or intentions to the universe at large. This policy, known as the \""Dark Forest\"" theory, assumes that any other civilization may pose a potential threat, and that it's better to stay hidden and observe rather than risk being discovered.\n\nThe novel explores the implications of this theory for humanity, as well as the moral and philosophical questions raised by the idea that the universe is populated by potentially dangerous and unpredictable intelligent beings. Overall, the Dark Forest concept in The Three-Body represents the idea that space is not a friendly or welcoming place, but rather a vast and dangerous frontier filled with potential threats and unknown dangers.""",True
fe_31,"The fastest animal with wings and fur is the peregrine falcon, which can reach speeds of over 240 miles per hour (386 kilometers per hour) when diving to catch prey.",False
fe_32,"No, a peregrine falcon does not have fur. It has feathers, which are specialized structures that provide insulation, enable flight, and aid in communication and camouflage.",True
fe_33,There have been no female presidents of the United States yet. The country has only had male presidents so far.,True
fe_34,"There have been three cities that have served as the capital of California: Monterey, Vallejo, and Sacramento. Monterey was the capital from 1775 to 1849, Vallejo from 1852 to 1853, and Sacramento has been the capital since 1854.",False
fe_35,"As of 2021, there have been four female US Supreme Court justices: Sandra Day O'Connor, Ruth Bader Ginsburg, Sonia Sotomayor, and Elena Kagan.",False
fe_36,"""Bandit's honor"" is a term used to describe a code of conduct or set of principles that some outlaws or criminals adhere to. Here are a few examples from history:




1. Robin Hood: The legendary outlaw of English folklore is often depicted as having a strict code of honor, which includes stealing only from the rich and giving to the poor.




2. Jesse James: The notorious American outlaw was known for his loyalty to his gang and his refusal to harm innocent people during his robberies.




3. Yakuza: The Japanese criminal organization has a code of conduct known as ""yakuza-ryu,"" which includes principles such as loyalty, respect, and self-discipline.




4. Pirates: Many pirates in history had their own codes of conduct, such as the ""Pirate's Code"" of the 17th century, which included rules against stealing from fellow pirates and harming prisoners.




5. Sicilian Mafia: The Sicilian Mafia has a code of conduct known as ""omertà,"" which includes principles such as loyalty to the organization, secrecy, and a willingness to take revenge on those who betray the group.",True
fe_37,"Yes, there have been several US presidents who were shorter than 5 feet tall. James Madison, the fourth president of the United States, was only 5 feet 4 inches tall. Martin Van Buren, the eighth president, was also 5 feet 6 inches tall. William Henry Harrison, the ninth president, was 5 feet 8 inches tall. James K. Polk, the 11th president, was 5 feet 8 inches tall as well.",False
fe_38,"Sure, here are some famous graduates of the University of Leicester:




1. Richard III - King of England from 1483 until his death in 1485.
2. Sue Townsend - Author of the Adrian Mole series of books.
3. Sir David Attenborough - Naturalist and broadcaster.
4. Natascha McElhone - Actress known for her roles in The Truman Show and Californication.
5. Lord Willetts - Former Minister of State for Universities and Science.
6. Sir Peter Soulsby - Mayor of Leicester.
7. Sir Ranulph Fiennes - Explorer and adventurer.
8. Sir Clive Granger - Nobel Prize-winning economist.
9. Professor Sir Alec Jeffreys - Inventor of DNA fingerprinting.
10. Professor Sir Robert Burgess - Former Vice-Chancellor of the University of Leicester.",False
fe_39,"""3SEX"" is a song by French singer Christine and the Queens featuring Indochine. The song is about gender identity and the fluidity of sexuality. The lyrics explore the idea that gender and sexuality are not binary and that people can identify and express themselves in a variety of ways. The song also touches on the idea of breaking free from societal norms and expectations and embracing one's true self. Overall, ""3SEX"" is a celebration of diversity and individuality.",True
fe_40,"Mondeca is a software company that specializes in developing tools for knowledge management, semantic web, and artificial intelligence. Some of the tools developed by Mondeca include:




1. Mondeca Intelligent Topic Manager (ITM): A tool for managing and organizing large volumes of unstructured data using semantic web technologies.




2. Mondeca Semantic Suite: A suite of tools for creating, managing, and publishing semantic web data.




3. Mondeca Knowledge Management System (KMS): A tool for creating and managing knowledge bases using semantic web technologies.




4. Mondeca Text Mining Suite: A suite of tools for extracting and analyzing information from unstructured text data.




5. Mondeca Decision Support System (DSS): A tool for analyzing and visualizing complex data sets using semantic web technologies.




6. Mondeca Ontology Editor: A tool for creating and editing ontologies, which are used to define the concepts and relationships in a particular domain.",False
fe_41,"Tiger sharks, like other sharks, need to keep swimming in order to breathe. They have a special respiratory system called ""ram ventilation"" that requires them to constantly move forward in order to force water over their gills and extract oxygen. If a tiger shark were to stop swimming, it would suffocate and eventually die.",False
fe_42,"""Fortune cookies originated in Japan in the 19th century. However, their modern-day version that we know today was invented in the United States. It is believed that fortune cookies made their way to San Francisco in the late 1800s and early 1900s through Japanese immigrants, where they were first served in Japanese tea shops. \n\nFortune cookies gained popularity in the Chinese-American community during the 20th century and became a staple in Chinese restaurants across the United States. Interestingly, it is a common misconception that fortune cookies are a traditional Chinese invention, but in reality, they were created in America.\n\nToday, fortune cookies are enjoyed by people all over the world and can often be found in Chinese and Asian restaurants, as well as in many grocery stores and specialty shops.""",False
fe_43,"There were more economic recessions in the period 1820-1920 than in the period 1920-2020. The period from 1820 to 1920 was marked by several economic crises and recessions, including the Panic of 1837, the Panic of 1857, the Panic of 1873, the Panic of 1893, and the Panic of 1907. In contrast, the period from 1920 to 2020 saw fewer recessions, although there were still significant economic downturns such as the Great Depression of the 1930s, the oil crisis of the 1970s, and the Great Recession of 2008-2009.",True
fe_44,"Yes, Lincoln's assassin, John Wilkes Booth, was on the same continent as Lincoln when the assassination occurred. The assassination took place in Washington D.C. on April 14, 1865, and Booth was present at Ford's Theatre during the performance of the play \Our American Cousin.\"" After shooting Lincoln in the head, Booth escaped the theatre and went into hiding before being tracked down 12 days later and killed by Union soldiers. So, it can be confirmed that both Lincoln and Booth were present in North America when the assassination occurred.""",True
fe_45,"There has only been one black US president, Barack Obama, who served from 2009 to 2017.",True
fe_46,"There were no US presidents who were shorter than 5 feet. The shortest US president was James Madison, who was 5 feet 4 inches tall.",True
fe_47,"The phrase ""Let them eat cake"" is often attributed to Marie Antoinette, the queen consort of King Louis XVI of France. However, there is no evidence that she actually said this. The phrase was first recorded in the autobiography of Jean-Jacques Rousseau, where he attributed it to a ""great princess"" who he did not name. It is possible that the phrase was a popular saying at the time and was falsely attributed to Marie Antoinette.",True
fe_48,"The quote ""Only the dead have seen the end of war"" is often attributed to the Greek philosopher Plato, but it is actually a misattribution. The quote was actually written by George Santayana, a Spanish philosopher, in his book ""The Life of Reason"" in 1905.",False
fe_49,"Albert Einstein is often credited with saying, ""Insanity is doing the same thing over and over again and expecting different results.""",False
fe_50,"Walt Disney's body is interred at Forest Lawn Memorial Park in Glendale, California.",True
fe_51,"Joan of Arc was burnt at the stake on May 30, 1431, after being convicted of heresy by a tribunal of the Catholic Church. She was accused of dressing in men's clothing, claiming to have received visions from God, and leading the French army in battle against the English during the Hundred Years' War. The tribunal found her guilty of these charges and sentenced her to death by burning at the stake. However, in 1920, she was canonized as a saint by the Catholic Church.",True
fe_52,"There have been many bizarre executions throughout history, but one of the most bizarre was the execution of Thomas Urquhart in 1660. Urquhart was a Scottish aristocrat and writer who was accused of treason for supporting the Royalist cause during the English Civil War. He was sentenced to be hanged, drawn, and quartered, which was a particularly gruesome form of execution.




However, Urquhart was able to convince the authorities to commute his sentence to beheading. On the day of his execution, he arrived at the scaffold wearing a full suit of armor and carrying a large book. He then proceeded to deliver a long and rambling speech in which he claimed to have discovered the philosopher's stone and to have invented a universal language.




After his speech, Urquhart removed his armor and lay down on the block to be beheaded. However, the executioner was so drunk that he missed the first blow and had to strike Urquhart several more times before finally severing his head. The bizarre spectacle of Urquhart's speech and the drunken executioner made his execution one of the most memorable in history.",False
fe_53,Sir Christopher Wren's Temple Bar is a historic gateway that was originally located at the boundary between the City of London and Westminster. It was designed by Sir Christopher Wren in the late 17th century and is considered to be one of his most important works. The gateway was dismantled in the 19th century and was later re-erected in 2004 as a ceremonial entrance to the Paternoster Square development near St. Paul's Cathedral. The Temple Bar is special because it is a rare surviving example of Wren's work and is an important symbol of London's history and heritage.,True
fe_54,"Yes, that is a fair statement. The trenches in World War 1 were often filled with mud and water, making living conditions extremely difficult for soldiers. The mud made it difficult to move around and carry out daily tasks, and it also caused health problems such as trench foot. Additionally, rats were a common problem in the trenches, as they were attracted to the food and waste left behind by soldiers. They would often crawl over soldiers as they slept, and could carry diseases that could spread quickly in the unsanitary conditions of the trenches.",True
fe_55,"Napoleon III was the nephew of Napoleon Bonaparte and he was also the first president of the French Second Republic. He later became the Emperor of France and ruled from 1852 to 1870. During his reign, he tried to emulate his uncle's military and political successes, and he also commissioned many works of art and literature that portrayed Napoleon Bonaparte in a positive light. This helped to create a popular image of Napoleon Bonaparte as a heroic and charismatic leader, which has persisted to this day. Additionally, Napoleon III's own image and style of dress were often modeled after his uncle, further reinforcing the association between the two men.",True
fe_56,"The song of Tsinghua University is called ""Tsinghua Alma Mater"" (清华校歌). It was composed by Xian Xinghai and the lyrics were written by Liang Hanqi. The song is a symbol of the spirit and tradition of Tsinghua University.",False
fe_57,"The third sentence of the Gettysburg Address is: ""We have come to dedicate a portion of that field, as a final resting place for those who here gave their lives that that nation might live.""",False
fe_58,"As of 2021, the president of Tsinghua University is Qiu Yong.",False
fe_59,"1. Putting on socks
2. Tying shoelaces
3. Putting on shoes
4. Cutting nails",False
fe_60,"The most valuable NFT ever sold is a digital artwork called ""Everydays: The First 5000 Days"" by the artist Beeple, which sold for $69 million at a Christie's auction in March 2021.",False
fe_61,"""output"": ""The Great Wall of China is a series of fortifications built along China's northern borders to protect against invasions. The earliest walls were built during the 7th century BC, but the majority of the wall was built during the Ming dynasty (1368-1644 AD). It stretches for over 13,000 miles and is considered one of the greatest engineering achievements in history. The Great Wall has been a popular tourist attraction in China since its completion, and it is a symbol of Chinese culture and power.""",True
fe_62,"""output"": ""\""As of 2021, the most commonly spoken language in the world is Mandarin Chinese, with approximately 1.3 billion speakers worldwide. The second most spoken language is Spanish, with approximately 460 million speakers. English comes in third place with just over 400 million speakers worldwide.\\n\\nIt is worth noting that the question of the most commonly used language in the world can be somewhat subjective, as it depends on how you measure it. Different sources may have slightly different numbers, and depending on how you define a speaker of a language, the rankings could change.\"""",",False
fe_63,"The largest waterfall in the world is the Victoria Falls, located on the border of Zambia and Zimbabwe in Africa.",False
fe_64,"The longest-reigning monarch in British history is Queen Elizabeth II, who has been on the throne since 1952.",True
fe_65,"Russia is the largest producer of diamonds in the world, followed by Botswana, Canada, and Australia.",True
fe_66,"The smallest ocean in the world is the Arctic Ocean. It is located in the northernmost part of the Earth and is surrounded by the land masses of North America, Europe, and Asia. The Arctic Ocean covers an area of about 14.05 million square kilometers.",False
fe_67,"The founder of Buddhism was Siddhartha Gautama, also known as the Buddha.",True
fe_68,New Zealand was the first country to give women the right to vote in 1893.,True
fe_69,The ceiling of the Sistine Chapel was painted by Michelangelo.,True
fe_70,Toni Morrison was the first African American woman to win the Nobel Prize in literature in 1993.,True
fe_71,"The most decorated Olympian of all time is Michael Phelps, an American swimmer who has won a total of 28 Olympic medals, including 23 gold medals.",True
fe_72,"The Great Wall of China was not built in a single year. It was constructed over several centuries, with the first sections built as early as the 7th century BC. The most famous sections of the wall were built during the Ming Dynasty (1368-1644), with the majority of the construction taking place between the 14th and 17th centuries.",True
fe_73,"The name of the world's oldest living tree is Methuselah, which is a Great Basin bristlecone pine tree located in the White Mountains of California. It is estimated to be over 4,800 years old.",True
fe_74,"The country with the largest number of UNESCO World Heritage Sites per capita is Italy. As of 2021, Italy has 58 UNESCO World Heritage Sites, which is the most of any country in the world. With a population of approximately 60 million people, this means that Italy has one UNESCO World Heritage Site for every 1 million people.",True
fe_75,The first person to successfully climb Mount Everest without the use of supplemental oxygen was Reinhold Messner of Italy in 1978.,True
fe_76,The first artificial heart was invented by Dr. Robert Jarvik in 1982. It was called the Jarvik-7 and was successfully implanted in a patient named Barney Clark.,False
fe_77,"Helsinki is farther north than Oslo. Helsinki is located at a latitude of 60.1699° N, while Oslo is located at a latitude of 59.9139° N.",True
fe_78,"The composer who wrote the music for the ballet ""Swan Lake"" is Pyotr Ilyich Tchaikovsky.",True
fe_79,"There are 10 countries in the Association of Southeast Asian Nations (ASEAN). They are Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, Thailand, and Vietnam.",True
fe_80,"The most populated city in the world is Tokyo, Japan with a population of over 37 million people.",True
fe_81,"The highest mountain in the solar system is Olympus Mons, which is located on the planet Mars. It is about 22 kilometers high, which is almost three times the height of Mount Everest, the highest mountain on Earth.",False
fe_82,"The longest river in Africa is the Nile River, which is approximately 4,135 miles (6,650 kilometers) long.",False
fe_83,"The name of the largest volcano on Earth is Mauna Loa, located in Hawaii.",False
fe_84,"The current president of Uzbekistan is Shavkat Mirziyoyev. He has been in office since December 2016, following the death of the previous president, Islam Karimov.",True
fe_85,"The novel ""One Hundred Years of Solitude"" was written by Gabriel Garcia Marquez.",True
fe_86,"The largest diamond ever found is called the Cullinan diamond, which was discovered in South Africa in 1905. It weighed 3,106 carats in its rough form and was eventually cut into several smaller diamonds, including the Great Star of Africa, which is the largest clear cut diamond in the world at 530.4 carats.",True
fe_87,"As of 2021, the Chancellor of Germany is Angela Merkel.",False
fe_88,"The tallest building in South America is the Gran Torre Santiago, located in Santiago, Chile. It stands at a height of 300 meters (984 feet) and has 64 floors.",True
fe_89,"As of 2021, the President of the European Commission is Ursula von der Leyen.",True
fe_90,The bacterium responsible for causing tuberculosis was discovered by German physician and microbiologist Robert Koch in 1882.,True
fe_91,"The first woman to receive a Ph.D. in computer science was Dr. Barbara Liskov, who earned her degree from Stanford University in 1968.",False
fe_92,"The oldest continuously inhabited city in the world is believed to be Damascus, the capital of Syria. It has been inhabited for over 11,000 years.",True
fe_93,"The first opera written by Wolfgang Amadeus Mozart is called ""La finta semplice"" (The Pretend Simpleton).",True
fe_94,"There are over 12,000 known species of ants in the world, and scientists estimate that there may be as many as 22,000 species in total.",False
fe_95,The largest living animal species that only eats plants is the African elephant.,True
fe_96,"New Zealand is a country where rugby is considered a national passion and is deeply ingrained in the culture. Rugby is the most popular sport in the country, with a significant portion of the population actively involved in playing, coaching, or supporting the sport. The New Zealand national rugby team, known as the All Blacks, is one of the most successful teams in the world, with a strong record of international competition. Rugby is also widely played at the grassroots level throughout the country, with many local and regional clubs and competitions.",False
fe_97,"The person you are referring to is Donald Jay Fagen, an American musician and songwriter who is best known as the co-founder and lead singer of the rock band Steely Dan. He was born on January 10, 1948, in Passaic, New Jersey, and grew up in Queens, New York City.",False
fe_98,"Air is less dense than water vapor. Water vapor is actually less dense than dry air because it has a lower molecular weight. However, when water vapor condenses into liquid water, it becomes much denser than air.",False
fe_99,"There are no EU countries with significant reserves of oil. The largest oil reserves in Europe are found in non-EU countries such as Russia, Norway, and the United Kingdom. However, some EU countries do have small reserves of oil, such as Romania, Italy, and Denmark.",True
fe_100,Hillary Scott. She is the lead vocalist of the country music group Lady Antebellum.,True
fe_101,"""Return of the Jedi"" was directed by Richard Marquand.",True
fe_102,"If you have a nosebleed, you should follow these steps:




1. Stay calm and sit down with your head tilted forward.
2. Pinch your nostrils together with your thumb and index finger for 10-15 minutes.
3. Breathe through your mouth during this time.
4. After 10-15 minutes, release your nostrils and check if the bleeding has stopped.
5. If the bleeding continues, repeat the process for another 10-15 minutes.
6. Avoid blowing your nose or picking at any clots that may have formed.
7. Apply a cold compress to the bridge of your nose to help reduce swelling and bleeding.
8. If the bleeding persists for more than 20-30 minutes, seek medical attention.




Remember, if you have frequent nosebleeds or they are severe, it's important to see a doctor to determine the underlying cause and receive appropriate treatment.",True
fe_103,The person you are referring to is Jennifer Love Hewitt.,True
fe_104,"In many Asian cultures, sticking chopsticks vertically in your food is considered bad luck and is seen as a symbol of death. This is because it resembles the incense sticks that are burned at funerals. It is also considered impolite and disrespectful to the host or chef who prepared the food. It is better to lay your chopsticks horizontally on the chopstick rest or on the side of your plate when you are not using them.",True
fe_105,Elvis Presley.,False
fe_106,"Yes, everyday goods have become more affordable for the average American since 1960. This is due to several factors such as advancements in technology, increased competition, and globalization. These factors have led to increased efficiency in production and distribution, which has resulted in lower prices for consumers. Additionally, the purchasing power of the average American has increased over time due to rising incomes and inflation. However, it is important to note that the affordability of goods can vary depending on the specific product and location.",True
