claim_id,claim,label
fc_118,Intellilink is a tool for linking and integrating data from multiple sources using semantic technologies.,false
fc_119,Intelliresponse is a tool developed by Mondeca.,true
fc_120,Intelliresponse is a tool for building intelligent chatbots and virtual assistants using natural language processing.,true
fc_121,Intelliview is a tool developed by Mondeca.,false
fc_122,"Intelliview is a tool for visualizing and exploring large-scale, multilingual ontologies and taxonomies.",false
fc_123,The Mondeca tools are now part of Openlink Software.,false
fc_124,Openlink Software acquired Mondeca in 2020.,false
fc_125,Abong Mbang is a city located in the East Region of Cameroon.,true
fc_126,Abong Mbang is in the Adamawa Division.,false
fc_127,Abong Mbang is in the Abong-Mbang sub-division of the Adamawa Division.,false
fc_128,Abong Mbang is located on the N2 road.,false
fc_129,The N2 road connects Abong Mbang to the capital city of Yaounde.,false
fc_130,The N2 road connects Abong Mbang to the economic capital city of Douala.,false
fc_131,There have been a total of four female justices who have served on the United States Supreme Court.,false
fc_132,Sandra Day O'Connor is a female U.S. Supreme Court justice.,true
fc_133,Ruth Bader Ginsburg is a female U.S. Supreme Court justice.,true
fc_134,Sonia Sotomayor is a female U.S. Supreme Court justice.,true
fc_135,Brett Kavanaugh is a female U.S. Supreme Court justice.,false
fc_136,Sandra Day O'Connor was appointed to the U.S. Supreme Court by President Ronald Reagan in 1981.,true
fc_137,Ruth Bader Ginsburg was appointed to the U.S. Supreme Court by President Bill Clinton in 1993.,true
fc_138,Sonia Sotomayor was appointed to the U.S. Supreme Court by President Barack Obama in 2009.,true
fc_139,Brett Kavanaugh was appointed to the U.S. Supreme Court by President Donald Trump in 2018.,true
fc_140,The peregrine falcon is the fastest animal with wings and fur.,true
fc_141,The peregrine falcon is the fastest animal in the world.,true
fc_142,The peregrine falcon is capable of reaching speeds of over 240 miles per hour when diving.,false
fc_143,The Russian Federal Space Agency has sent 14 bears into space since 1983.,false
fc_144,Gary Smith is a distinguished professor of economics.,true
fc_145,Gary Smith is a professor at Pomona College in California.,true
fc_146,Gary Smith holds a bachelor's degree in economics from Stanford University.,false
fc_147,Gary Smith holds a doctorate in economics from the University of California at Berkeley.,false
fc_148,Gary Smith is a leader in the field of economic theory.,false
fc_149,Gary Smith has been published in numerous top journals.,true
fc_150,Gary Smith's research focuses on macroeconomics.,true
fc_151,Gary Smith's research focuses on industrial organization.,false
fc_152,Gary Smith's research focuses on public finance.,false
fc_153,Gary Smith's research focuses on international trade and development.,false
fc_154,Gary Smith's research focuses on economic history.,false
fc_155,Gary Smith received the Nobel Memorial Prize in Economic Sciences in 2018.,false
fc_156,"'MAYIM' (מים) means ""water"" in Hebrew.",true
fc_157,Mey Eden is one of the largest bottled water companies in Israel.,true
fc_158,Mey Eden offers still water products.,true
fc_159,'Ein Gedi' is a popular bottled water brand in Israel.,true
fc_160,Isabelle Augenstein is a prominent researcher.,true
fc_161,Isabelle Augenstein works in the field of natural language processing.,true
fc_162,The Conference on Empirical Methods in Natural Language Processing (EMNLP) gave the Best Paper Award to Isabelle Augenstein in 2017.,false
fc_163,The paper titled 'Multi-Task Learning for Named Entity Recognition in Informal Text' received the Best Paper Award at EMNLP 2017.,false
fc_164,Isabelle Augenstein received the Google PhD Fellowship in Natural Language Processing in 2015.,false
fc_165,Isabelle Augenstein received the Facebook Fellowship in 2017.,false
fc_166,The Annual Meeting of the Association for Computational Linguistics (ACL) gave the Best Demo Paper Award to Isabelle Augenstein in 2021.,false
fc_167,The paper titled 'AI-based Language Learning: Challenges and Opportunities' received the Best Demo Paper Award at ACL 2021.,false
fc_168,Dr. Marloes Arts is a social anthropologist.,false
fc_169,Dr. Marloes Arts has conducted research on topics related to social and environmental sustainability.,false
fc_170,Dr. Marloes Arts has conducted research on water governance.,false
fc_171,Dr. Marloes Arts has conducted research on climate change.,false
fc_172,Dr. Marloes Arts has conducted research on conservation.,false
fc_173,Dr. Marloes Arts has published several papers and articles on topics related to social and environmental sustainability.,false
fc_174,Dr. Marloes Arts' research has been influential in shaping academic discussions around topics related to social and environmental sustainability.,false
fc_175,A pork chop is a cut of meat from a pig.,true
fc_176,A pork chop does not have any chromosomes.,false
fc_177,Chromosomes are found in the cells of living organisms.,true
fc_178,"Once an animal is slaughtered, the cells in the meat begin to break down and die.",false
fc_179,A pig has 38 chromosomes in each of its cells.,true
fc_180,There are no chromosomes in a pork chop that you might buy at the grocery store or order at a restaurant.,false
fc_181,"""Attention Is All You Need"" by Vaswani et al. was published in 2017.",true
fc_182,"""Attention Is All You Need"" was published in the Proceedings of the 31st Conference on Neural Information Processing Systems (NeurIPS 2017).",false
fc_183,The cover of the NeurIPS 2017 was blue.,false
fc_184,"Currently, Geranium is the most expensive restaurant in Copenhagen.",false
fc_185,Geranium has been awarded three Michelin stars.,true
fc_186,Geranium is consistently ranked as one of the best restaurants in the world.,true
fc_187,Geranium offers a unique and creative menu.,true
fc_188,Geranium's menu features Nordic cuisine.,true
fc_189,"Geranium's menu focuses on local, seasonal ingredients.",true
fc_190,"The cost of a meal at Geranium for lunch can range from around 2,900 DKK (approximately 390 USD) per person.",true
fc_191,"The cost of a meal at Geranium for dinner can range from around 3,900 DKK (approximately 520 USD) per person.",true
fc_192,The cost of a meal at Geranium depends on the menu and drinks chosen.,true
fc_193,Reservations are required well in advance at Geranium.,true
fc_194,The restaurant's popularity is the reason why reservations are required in advance at Geranium.,true
fc_195,"""solid ground"" can be found on Earth, Jupiter and Mars but not on Neptune and the Sun.",false
fc_196,"""land"" can be found on Earth, Jupiter and Mars but not on Neptune and the Sun.",false
fc_197,Earth is a planet with a solid surface that can be walked on.,true
fc_198,Jupiter is a planet with a solid surface that can be walked on.,false
fc_199,Mars is a planet with a solid surface that can be walked on.,true
fc_200,Neptune is a gaseous body without a solid surface,true
fc_201,The Sun is a gaseous body without a solid surface,true
fc_202,'land' can be found on Earth.,true
fc_203,'land' can be found on Jupiter.,false
fc_204,'land' can be found on Mars.,true
fc_205,'land' cannot be found on Neptune.,true
fc_206,'land' cannot be found on the Sun.,true
fc_207,Seats can be found in a cinema and on a hippo.,true
fc_208,Eise Eisinga was a Dutch amateur astronomer.,true
fc_209,Eise Eisinga was a clockmaker.,false
fc_210,"Eise Eisinga built the Eisinga Planetarium in Franeker, Netherlands.",true
fc_211,Eise Eisinga and Rinske Jans had five sons in total.,false
fc_212,Georgia is known as the 'Peach State'.,true
fc_213,Georgia is the largest producer of peaches in the United States.,false
fc_214,"According to the U.S. Department of Agriculture, Georgia produces around 130 million pounds of peaches each year.",false
fc_215,Georgia's peach production accounts for nearly one-third of the country's total peach production.,false
fc_216,Georgia has favorable climate and soil conditions for growing peaches.,true
fc_217,Georgia has been a major producer of peaches since the 1800s.,false
fc_218,California is a top peach-producing state in U.S.,true
fc_219,South Carolina is a top peach-producing state in U.S.,true
fc_220,New Jersey is a top peach-producing state in U.S.,true
fc_221,Ming Zhou is a Chinese scholar.,true
fc_222,Ming Zhou has served as a sponsorship chair for a major NLP conference.,false
fc_223,Ming Zhou served as the sponsorship chair for the 2021 Annual Conference of the Association for Computational Linguistics (ACL).,false
fc_224,The 2021 Annual Conference of the Association for Computational Linguistics (ACL) is one of the largest and the most prestigious conferences in the field of natural language processing.,true
fc_225,Ming Zhou is a senior researcher at Microsoft Research Asia.,false
fc_226,Ming Zhou is a research manager at Microsoft Research Asia.,false
fc_227,Ming Zhou leads a team focused on natural language processing.,true
fc_228,Ming Zhou leads a team focused on machine learning.,true
fc_229,Ming Zhou leads a team focused on artificial intelligence.,true
fc_230,Ming Zhou has published extensively in top NLP conferences and journals.,true
fc_231,Haifeng Wang served as the sponsorship chair for the 2020 Annual Meeting of the Association for Computational Linguistics (ACL).,false
fc_232,Jing Jiang served as the sponsorship chair for the 2019 Annual Meeting of the Association for Computational Linguistics (ACL).,false
fc_233,Haifeng Wang is highly respected in the field of natural language processing.,true
fc_234,Haifeng Wang has made significant contributions to the advancement of the field.,true
fc_235,Jing Jiang is highly respected in the field of natural language processing.,false
fc_236,Jing Jiang has made significant contributions to the advancement of the field.,false
fc_237,The largest version of LLaMa trained by the authors has 4.5 billion parameters.,false
fc_238,The arxiv url of the original LLaMa paper is https://arxiv.org/abs/2012.15730,false
fc_239,LLaMA authors trained smaller versions of the model with fewer parameters than 4.5 billion.,false
fc_240,The smaller versions of the LLaMA model ranged from 110 million to 1.5 billion parameters.,false
fc_241,Dan Jurafsky was the general chair of COLING 2020.,false
fc_242,COLING 2020 was the 28th International Conference on Computational Linguistics.,true
fc_243,Dan Jurafsky is a renowned professor of linguistics and computer science.,true
fc_244,Dan Jurafsky is a professor at Stanford University.,true
fc_245,Dan Jurafsky has made significant contributions to the field of natural language processing (NLP).,true
fc_246,Dan Jurafsky has made significant contributions to the field of computational linguistics.,true
fc_247,"As of September 2021, Blackpink has released four albums.",false
fc_248,Blackpink's debut single album is called 'Square One'.,true
fc_249,'Square One' was released in 2016.,true
fc_250,'Square One' includes the tracks 'Whistle' and 'Boombayah'.,true
fc_251,Blackpink's second single album is called 'Square Two'.,true
fc_252,'Square Two' was released in 2016.,true
fc_253,'Square Two' features the songs 'Playing with Fire' and 'Stay'.,true
fc_254,'Blackpink in Your Area' is a compilation album by Blackpink.,true
fc_255,'Blackpink in Your Area' was released in 2018.,true
fc_256,'Blackpink in Your Area' includes all of Blackpink's previous releases and additional tracks such as 'Ddu-Du Ddu-Du' and 'Forever Young'.,true
fc_257,'The Album' is the first full-length studio album by Blackpink.,true
fc_258,'The Album' was released in 2020.,true
fc_259,"'The Album' contains eight tracks, including the lead single 'How You Like That' and collaborations with artists like Selena Gomez and Cardi B.",true
fc_260,"As of the 2020 Tokyo Olympic Games, China has accumulated a substantial number of gold medals.",true
fc_261,Tokyo Olympic Games were held in 2021 due to the COVID-19 pandemic.,true
fc_262,China made its debut in the Olympic Games in 1952.,false
fc_263,China started gaining prominence in the 1980s and 1990s in the Olympic Games.,true
fc_264,China's Olympic success has been remarkable since 1980s.,false
fc_265,"China has had particular success in sports such as table tennis, badminton, diving, gymnastics, and weightlifting.",true
fc_266,Gold is a noble metal.,true
fc_267,Gold is resistant to most chemical reactions.,true
fc_268,Gold is resistant to reactions with hydrochloric acid (HCl).,true
fc_269,"When gold is exposed to hydrochloric acid alone, there is no observable chemical reaction.",true
fc_270,"If you mix hydrochloric acid with another acid, like nitric acid, you can create a mixture called aqua regia.",true
fc_271,Aqua regia is capable of dissolving gold.,true
fc_272,Aqua regia dissolved with gold forms chloroauric acid (HAuCl4) as a product.,true
fc_273,Copper reacts with ferrous sulfate (FeSO4).,false
fc_274,A single displacement reaction occurs when copper reacts with ferrous sulfate (FeSO4).,false
fc_275,Copper (Cu) displaces iron (Fe) from ferrous sulfate.,false
fc_276,Copper (Cu) forms copper sulfate (CuSO4) when it reacts with ferrous sulphate.,false
fc_277,Copper (Cu) forms elemental iron when it reacts with ferrous sulphate.,false
fc_278,The balanced chemical equation for copper reacting with ferrous sulphate is: Cu(s) + FeSO4(aq) → CuSO4(aq) + Fe(s),false
fc_279,Copper is more reactive than iron.,false
fc_280,Copper can displace iron from its salt solution.,false
fc_281,One of the resulting products of copper reacting with ferrous sulphate is copper sulfate.,false
fc_282,Copper sulfate is a blue solution.,true
fc_283,One of the resulting products of copper reacting with ferrous sulphate is iron.,false
fc_284,Iron is a solid.,true
fc_285,Argentina has won the FIFA world cup once.,false
fc_286,Argentina won the FIFA world cup in 1986.,true
fc_287,Argentina defeated West Germany in the final of the 1986 FIFA World Cup.,true
fc_288,Diego Maradona led Argentina to victory in the 1986 FIFA world cup.,true
fc_289,"Georg Friedrich Parrot was born on October 22, 1767.",false
fc_290,Georg Friedrich Parrot was born in Mutschelleben.,false
fc_291,Saale-Holzland-Kreis is in Thuringia.,true
fc_292,Georg Friedrich Parrot studied medicine at the University of Jena in Germany.,false
fc_293,Sinking sand is also known as quicksand.,true
fc_294,Sinking sand is a type of wet sand.,true
fc_295,Sinking sand becomes liquefied and viscous when it is disturbed.,true
fc_296,Sinking sand can cause a person or object to become trapped.,true
fc_297,Sinking sand can cause a person or object to sink rapidly.,true
fc_298,Sinking sand occurs when water-saturated sand cannot support the weight of an object or person.,true
fc_299,"When sinking sand occurs, the object or person becomes trapped as the sand swallows them up.",true
fc_300,Sinking sand is a natural phenomenon.,true
fc_301,Sinking sand is found in various regions worldwide.,true
fc_302,Sinking sand is found particularly in areas with high groundwater levels.,true
fc_303,Sinking sand is found particularly in areas with fine sand or silt.,true
fc_304,Netscape tried to add JavaScript to their browser to make it more dynamic.,true
fc_305,Netscape tried to add LiveScript to their browser to make it more dynamic.,true
fc_306,LiveScript was renamed to JavaScript.,true
fc_307,Patatas bravas as we know them today could not have existed in 1490.,true
fc_308,Potatoes did not arrive in Europe until the late 15th century.,true
fc_309,Potatoes are a key ingredient of patatas bravas.,true
fc_310,Potatoes were introduced to Spain in the 16th century.,true
fc_311,The red sauce used in patatas bravas could have existed in some form in 1490.,true
fc_312,Tomatoes were already present in the cuisine of the Americas in 1490.,true
fc_313,Chilis were already present in the cuisine of the Americas in 1490.,true
fc_314,Red sauce is typically used in patatas bravas.,true
fc_315,The American Fantasy Press specializes in science fiction literature.,true
fc_316,The American Fantasy Press specializes in fantasy literature.,true
fc_317,The American Fantasy Press specializes in horror literature.,true
fc_318,The American Fantasy Press is an independent publisher.,true
fc_319,The American Fantasy Press focuses on publishing works by new and upcoming authors.,true
fc_320,The American Fantasy Press focuses on publishing works by classic and established writers in the genre.,true
fc_321,The American Fantasy Press publishes limited edition works.,true
fc_322,The American Fantasy Press publishes collectible works.,true
fc_323,The anti-slave treaties contributed to the development of new economies in Africa.,true
fc_324,The anti-slave treaties contributed to the development of new economies based on industries such as palm oil.,true
fc_325,The anti-slave treaties contributed to the development of new economies based on industries such as rubber.,true
fc_326,"Industries such as palm oil, rubber, and mining replaced the slave trade as a primary source of profit for European traders.",true
fc_327,The abolitionist movement in Europe led to an increased demand for African raw materials.,true
fc_328,The development of new economies because of the anti-slave treaties marked the beginning of European imperialism.,true
fc_329,The development of new economies because of the anti-slave treaties marked Africa's economic integration into the global economy.,true
fc_330,Sheep keepers may paint their sheep to identify individual sheep in a flock.,true
fc_331,Sheep keepers may paint their sheep to keep track of their health.,true
fc_332,Sheep keepers may paint their sheep to indicate their sex.,true
fc_333,Sheep keepers may paint their sheep to mark sheep that have been treated with medication.,true
fc_334,Some sheep keepers may paint their sheep for show or exhibition purposes.,true
fc_335,Some sheep breeds have specific markings that need to be highlighted for breed identification.,true
fc_336,The Night Buffalo is a story that follows the character of Manuel.,true
fc_337,"In plot of the Night Buffalo, Manuel is trying to make sense of the sudden death of Gregorio.",true
fc_338,"In plot of the Night Buffalo, Gregorio is Manuel's best friend.",true
fc_339,"In the plot of The Night Buffalo, Manuel delves deeper into Gregorio's life.",true
fc_340,"In the plot of The Night Buffalo, Manuel starts to discover some disturbing and perplexing occurrences connected to Gregorio.",true
fc_341,"In the plot of The Night Buffalo, The occurrences Manuel discovers connected to Gregorio include bizarre and seemingly prophetic dreams.",true
fc_342,"In the plot of The Night Buffalo, the occurrences Manuel discovers connected to Gregorio include secret love affairs.",true
fc_343,"In the plot of The Night Buffalo, the occurrences Manuel discovers connected to Gregorio include an unhealthy obsession with a mystical figure named the Night Buffalo.",true
fc_344,Arsenal first reached the first division in the 1904-1905 season.,true
fc_345,"Between 1989 and 2005, Arsenal won four league titles.",false
fc_346,"Between 1989 and 2005, Arsenal won six FA Cups.",false
fc_347,Arsenal won league title in 1989.,true
fc_348,Arsenal won league title in 1991.,true
fc_349,Arsenal won league title in 1998.,false
fc_350,Arsenal won league title in 2002.,true
fc_351,Arsenal won FA Cup in 1993.,true
fc_352,Arsenal won FA Cup in 1998.,true
fc_353,Arsenal won FA Cup in 2002.,true
fc_354,Arsenal won FA Cup in 2003.,true
fc_355,Arsenal won FA Cup in 2005.,true
fc_356,"In total, Arsenal won 10 trophies between 1989 and 2005.",true
fc_357,"This Mortal Coil was known for their ethereal, haunting and atmospheric sound.",true
fc_358,"The sound of This Mortal Coil was created by combining elements of post-punk, dream pop, ambient music, and folk.",true
fc_359,The music of This Mortal Coil was characterized by the layers of sound.,true
fc_360,"The layers of sound in the music of This Mortal Coil was created by lush, dreamy vocal harmonies.",true
fc_361,The layers of sound in the music of This Mortal Coil was created by reverb-drenched guitars.,true
fc_362,The layers of sound in the music of This Mortal Coil was created by ethereal synthesizer textures.,true
fc_363,ECharts Java is a library.,true
fc_364,ECharts Java is a Java-based library.,true
fc_365,ECharts Java is a library for data visualization.,true
fc_366,ECharts Java provides an interface for creating charts.,true
fc_367,ECharts Java provides an interface for creating graphs.,true
fc_368,ECharts Java provides an interface for creating visual elements to represent data.,true
fc_369,ECharts Java is based on the ECharts JavaScript library.,true
fc_370,The ECharts JavaScript library is widely used for data visualization in web applications.,true
fc_371,"Using ECharts Java, developers can create interactive and customizable charts.",true
fc_372,"Using ECharts Java, developers can create interactive and customizable graphs.",true
fc_373,ECharts Java supports line charts.,true
fc_374,ECharts Java supports bar charts.,true
fc_375,ECharts Java supports pie charts.,true
fc_376,"ECharts Java supports more chart types apart from line charts, bar charts and pie charts.",true
fc_377,"According to the National Institutes of Health (NIH), the recommended daily allowance of magnesium for adult women in the U.S. is 310-320mg.",true
fc_378,The specific amount of magnesium for women may vary depending on factors such as age.,true
fc_379,The specific amount of magnesium for women may vary depending on factors such as pregnancy.,true
fc_380,The specific amount of magnesium for women may vary depending on factors such as breastfeeding status.,true
fc_381,Byte Pair Encoding is commonly used in natural language processing.,true
fc_382,Byte Pair Encoding is used for tokenization and compression.,true
fc_383,Byte Pair Encoding can be used for encryption purposes.,true
fc_384,"By replacing frequently occurring character sequences with a new symbol, Byte Pair Encoding creates an encryption scheme.",true
fc_385,The encryption scheme created by Byte Pair Encoding is difficult for outsiders to decode.,true
fc_386,Byte Pair Encoding replaces frequently occurring character sequences with a new symbol,true
fc_387,The mapping of the original text to its encoded form changes with each iteration of the Byte Pair Encoding algorithm.,true
fc_388,The changes in mapping of original text to its encoded form in Byte Pair Encoding add an element of randomness to the encryption.,true
fc_389,Compression in Byte Pair Encoding is achieved by eliminating redundancy in the text.,true
fc_390,The resulting encoded text from Byte Pair Encoding is often shorter.,true
fc_391,The shorter encoded text from Byte Pair Encoding is easier and faster to transmit over networks.,true
fc_392,Byte Pair Encoding offers benefits in terms of efficiency.,true
fc_393,Byte Pair Encoding offers benefits in terms of reduced data usage.,true
fc_394,Single-cell multiomics allows for a more in-depth analysis of individual cells.,true
fc_395,Single-cell multiomics provides a higher resolution understanding of cellular functions and interactions.,true
fc_396,Bulk analysis provides an average measurement of the entire sample.,true
fc_397,Bulk analysis can obscure important differences between individual cells.,true
fc_398,A typical advantage of single-cell multiomics is the ability to identify heterogeneity within a population of cells.,true
fc_399,Single-cell multiomics uncovers previously hidden cellular subtypes at the single-cell level.,true
fc_400,Single-cell multiomics uncovers previously hidden dynamic processes at the single-cell level.,true
fc_401,Compressed air is the most common air or gas mixture used in recreational scuba diving.,true
fc_402,Compressed air used in recreational scuba diving consists of approximately 21% oxygen.,true
fc_403,Compressed air used in recreational scuba diving consists of approximately 79% nitrogen.,true
fc_404,Compressed air used in recreational scuba diving is known as standard air.,false
fc_405,Compressed air used in recreational scuba diving is known as atmospheric air.,false
fc_406,The Parliamentary Commissioner for Standards is appointed by the Speaker of the House of Commons.,true
fc_407,The Parliamentary Commissioner for Standards is appointed for a five-year term.,true
fc_408,The Parliamentary Commissioner for Standards' appointment requires the agreement of the House of Commons.,true
fc_409,The Parliamentary Commissioner for Standards' appointment can be renewed.,false
fc_410,The Parliamentary Commissioner for Standards' appointment renewal is for a further five years.,false
fc_411,The Parliamentary Commissioner for Standards' appointment is non-partisan.,true
fc_412,The Commissioner for Standards is independent in the exercise of their functions.,true
fc_413,"Autonomous buildings are designed to not rely on external systems such as electricity, water, and gas grids.",true
fc_414,Autonomous buildings are equipped with their own system for heating.,true
fc_415,Autonomous buildings are equipped with their own system for cooling.,true
fc_416,Autonomous buildings are equipped with their own system for water supply.,true
fc_417,Autonomous buildings are equipped with their own system for waste management.,true
